cod_mdr,dsc_situacao_contrato_mdr,dsc_situacao_objeto_mdr,programa,acao,uf_SIGLA_UF,mun_MUNNOMEX,Código IBGE,empreendimento,cluster_empreendimento,situacao_obra,situacao_obra_base_validacao,situacao_contrato,prc_fisico,dte_inicio_obra,dte_fim_obra,pop_beneficiada,vlr_investimento,Populacao,mun_ALTITUDE,mun_AREA,dte_antes_60,dte_depois_60,dte_antes_180,dte_depois_180,dte_antes_365,dte_depois_365,cont_antes_60,cont_depois_60,cont_antes_180,cont_depois_180,cont_antes_365,cont_depois_365,razao_antes_depois_60,diferenca_antes_depois_60,razao_antes_depois_180,diferenca_antes_depois_180,razao_antes_depois_365,diferenca_antes_depois_365,tot_veic
2-1053041,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SC,RODEIO,4215109.0,"PAVIMENTAÇÃO, RECAPEAMENTO EM RUAS DO MUNICÍPIO DE RODEIO/SC",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-09-11,2021-04-01,455,493556.34,11600.0,106.0,130942.0,2020-07-13,2021-05-31,2020-03-15,2021-09-28,2019-09-12,2022-04-01,0.0,0.0,1.0,2.0,4.0,5.0,,0.0,0.5,-1.0,0.8,-1.0,10344.0
2-1053042,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CAETE,3110004.0,"RECAPEAMENTO ASFÁLTICO DE VIAS DO BAIRRO PEDRA BRANCA, NO MUNICÍPIO DE CAETÉ/MG.",RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-03,2021-01-01,277,231303.67,45047.0,945.0,541094.0,2020-04-04,2021-03-02,2019-12-06,2021-06-30,2019-06-04,2022-01-01,9.0,9.0,39.0,40.0,64.0,72.0,1.0,0.0,0.975,-1.0,0.8888888888888888,-8.0,21666.0
2-1053044,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,CAETITE,2905206.0,PAVIMENTAÇÃO NA CIDADE DE CAETITÉ BAHIA.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-30,2021-04-01,455,366514.29,51081.0,824.0,2306382.0,2020-10-31,2021-05-31,2020-07-03,2021-09-28,2019-12-31,2022-04-01,23.0,20.0,80.0,54.0,172.0,105.0,1.15,3.0,1.4814814814814814,26.0,1.638095238095238,67.0,18443.0
2-1053045,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,RANCHARIA,3542206.0,RECAPEAMENTO ASFÁLTICO COM CBUQ,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-08-01,2019-09-01,336,270746.94,29726.0,519.0,1584726.0,2019-06-02,2019-10-31,2019-02-02,2020-02-28,2018-08-01,2020-08-31,1.0,1.0,4.0,2.0,15.0,12.0,1.0,0.0,2.0,2.0,1.25,3.0,20460.0
2-1053048,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SC,ILHOTA,4207106.0,PAVIMENTAÇÃO DE VIA URBANA NO MUNICÍPIO DE ILHOTA - SC,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-07,2020-07-01,277,262240.38,14359.0,15.0,253442.0,2020-03-08,2020-08-30,2019-11-09,2020-12-28,2019-05-08,2021-07-01,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,,0.0,inf,5.0,10528.0
2-1053051,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,RANCHARIA,3542206.0,"RECAPEAMENTO ASFÁLTICO COM CBUQ, NO CONJUNTO HABITACIONAL PADRE MAX.",RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-08-01,2019-09-01,336,270746.94,29726.0,519.0,1584726.0,2019-06-02,2019-10-31,2019-02-02,2020-02-28,2018-08-01,2020-08-31,1.0,1.0,4.0,2.0,15.0,12.0,1.0,0.0,2.0,2.0,1.25,3.0,20460.0
2-1053052,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,CANDELARIA,4304200.0,PAVIMENTAÇÃO RUA OLAVO BILAC E RUA LA SALLE,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-01-27,2022-04-01,573,461835.34,31421.0,57.0,943731.0,2021-11-28,2022-05-31,2021-07-31,2022-09-28,2021-01-27,2023-04-01,2.0,0.0,5.0,1.0,9.0,5.0,inf,2.0,5.0,4.0,1.8,4.0,19068.0
2-1053053,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,RANCHARIA,3542206.0,RECAPEAMENTO ASFÁLTICO COM CBUQ NOS BAIRROS: JARDIM PRIMAVERA E CENTRO.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-10-25,2020-01-01,289,232613.56,29726.0,519.0,1584726.0,2019-08-26,2020-03-01,2019-04-28,2020-06-29,2018-10-25,2020-12-31,1.0,0.0,4.0,3.0,11.0,15.0,inf,1.0,1.3333333333333333,1.0,0.7333333333333333,-4.0,20460.0
2-1053054,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,RANCHARIA,3542206.0,RECAPEAMENTO ASFÁLTICO COM CBUQ NOS BAIRROS: JARDIM UNIVERSITÁRIO E VILA MARTINS.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-08-01,2019-09-01,277,223080.22,29726.0,519.0,1584726.0,2019-06-02,2019-10-31,2019-02-02,2020-02-28,2018-08-01,2020-08-31,1.0,1.0,4.0,2.0,15.0,12.0,1.0,0.0,2.0,2.0,1.25,3.0,20460.0
2-1053055,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,SANTO ANTONIO DE POSSE,3548005.0,RECAPEAMENTO EM DIVERSAS RUAS DO MUNICIPIO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-08-10,2019-09-01,277,231398.81000000003,23529.0,695.0,154113.0,2019-06-11,2019-10-31,2019-02-11,2020-02-28,2018-08-10,2020-08-31,3.0,5.0,8.0,14.0,15.0,20.0,0.6,-2.0,0.5714285714285714,-6.0,0.75,-5.0,16503.0
2-1053057,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,PRADO,2925501.0,PAVIMENTAÇÃO DE DIVERSAS RUAS NO MUNICÍPIO DE PRADO BAHIA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-31,2021-05-01,379,328402.96,28194.0,4.0,1664536.0,2020-07-02,2021-06-30,2020-03-04,2021-10-28,2019-09-01,2022-05-01,25.0,8.0,35.0,17.0,65.0,36.0,3.125,17.0,2.0588235294117645,18.0,1.805555555555556,29.0,5628.0
2-1053059,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,NANUQUE,3144300.0,PLANEJAMENTO URBANO - PAVIMENTAÇÃO EM VIA PÚBLICA NO PERÍMETRO URBANO DO MUNICÍPIO DE NANUQUE/MG.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-01-26,2021-03-01,277,259086.27,40665.0,103.0,1515370.0,2020-11-27,2021-04-30,2020-07-30,2021-08-28,2020-01-27,2022-03-01,8.0,10.0,37.0,44.0,74.0,88.0,0.8,-2.0,0.8409090909090909,-7.0,0.8409090909090909,-14.0,21793.0
2-1053060,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CONCEICAO DO RIO VERDE,3117702.0,"INFRAESTRUTURA URBANA - PAVIMENTAÇÃO EM BLOQUETES DA RUA: PROJETADA 4, NO BAIRRO NAZAREH.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-05-02,2022-02-01,277,223107.14,13684.0,880.0,370040.0,2021-03-03,2022-04-02,2020-11-03,2022-07-31,2020-05-02,2023-02-01,1.0,0.0,1.0,0.0,2.0,7.0,inf,1.0,inf,1.0,0.2857142857142857,-5.0,5429.0
2-1053061,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,BERILO,3106507.0,INFRA ESTRUTURA URBANA - PAVIMENTAÇÃO EM BLOQUETES EM VIAS URBANAS DO MUNICÍPIO DE BERILO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-08-27,2021-12-01,277,223080.24,11872.0,401.0,586752.0,2021-06-28,2022-01-30,2021-02-28,2022-05-30,2020-08-27,2022-12-01,0.0,2.0,3.0,6.0,7.0,8.0,0.0,-2.0,0.5,-3.0,0.875,-1.0,3744.0
2-1053064,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,BAEPENDI,3104908.0,MELHORIA DE LOGRADOUROS PÚBLICOS COM A EXECUÇÃO DE PAVIMENTAÇÃO EM BLOQUETES SEXTAVADOS DE CONCRETO NA ZONA URBANA NO MUNICÍPIO DE BAEPENDI-MG.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-01-01,2021-02-01,301,242146.91,19199.0,893.0,751748.0,2020-11-02,2021-04-02,2020-07-05,2021-07-31,2020-01-02,2022-02-01,8.0,4.0,30.0,14.0,34.0,36.0,2.0,4.0,2.142857142857143,16.0,0.9444444444444444,-2.0,10940.0
2-1053065,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SC,ITUPORANGA,4208500.0,PAVIMENTAÇÃO DE RUAS NO MUNICÍPIO DE ITUPORANGA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-11-01,2020-03-01,336,302693.94,25355.0,360.0,336955.0,2019-09-02,2020-04-30,2019-05-05,2020-08-28,2018-11-01,2021-03-01,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,inf,1.0,22503.0
2-1053066,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RJ,CANTAGALO,3301108.0,"IMPLANTAÇÃO DE INFRAESTRUTURA URBANA COM PAVIMENTAÇÃO, DRENAGEM E PASSEIO PÚBLICO.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-02,2021-05-01,691,563948.4,20168.0,391.0,748777.0,2020-09-03,2021-06-30,2020-05-06,2021-10-28,2019-11-03,2022-05-01,2.0,3.0,10.0,4.0,21.0,19.0,0.6666666666666666,-1.0,2.5,6.0,1.105263157894737,2.0,8149.0
2-1053068,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,AMPARO,3501905.0,PAVIMENTAÇÃO DE VIAS URBANAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-03-01,2021-05-01,289,234728.23,72677.0,674.0,446009.0,2020-12-31,2021-06-30,2020-09-02,2021-10-28,2020-03-01,2022-05-01,3.0,1.0,23.0,16.0,60.0,55.0,3.0,2.0,1.4375,7.0,1.0909090909090908,5.0,56882.0
2-1053069,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PE,BREJO DA MADRE DE DEUS,2602605.0,"PAVIMENTAÇÃO EM PARALELOS DE PEDRAS GRANÍTICAS PARA COMPLEMENTAÇÃO DA RUA BARÃO DE SUASSUNA - DISTRITO FAZENDA NOVA, MUNICÍPIO DE BREJO DA MADRE DE DEUS - PE.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-07-12,2022-07-01,395,334819.5,51225.0,627.0,762088.0,2022-05-13,2022-08-30,2022-01-13,2022-12-28,2021-07-12,2023-07-01,5.0,3.0,14.0,6.0,25.0,14.0,1.6666666666666667,2.0,2.333333333333333,8.0,1.7857142857142858,11.0,14605.0
2-1053073,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CAETE,3110004.0,"RECAPEAMENTO DE RUAS NO BAIRRO PEDRA BRANCA, NO MUNICÍPIO DE CAETÉ.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-03,2021-01-01,277,231942.92,45047.0,945.0,541094.0,2020-04-04,2021-03-02,2019-12-06,2021-06-30,2019-06-04,2022-01-01,9.0,9.0,39.0,40.0,64.0,72.0,1.0,0.0,0.975,-1.0,0.8888888888888888,-8.0,21666.0
2-1053084,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,ALEGRETE,4300406.0,PAVIMENTAÇÃO DA RUA MAURÍCIO CARDOSO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-06-25,2020-03-01,277,330036.71,73028.0,102.0,7803967.0,2019-04-26,2020-04-30,2018-12-27,2020-08-28,2018-06-25,2021-03-01,2.0,1.0,10.0,2.0,11.0,15.0,2.0,1.0,5.0,8.0,0.7333333333333333,-4.0,41297.0
2-1053085,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,SAO JOAO DEL REI,3162500.0,CONSTRUÇAO DE UMA PRAÇA NO DISTRITO DO RIO DAS MORTE,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-12-01,2022-02-01,395,401086.45,90497.0,910.0,1463593.0,2021-10-02,2022-04-02,2021-06-04,2022-07-31,2020-12-01,2023-02-01,14.0,15.0,45.0,46.0,125.0,90.0,0.9333333333333332,-1.0,0.9782608695652174,-1.0,1.3888888888888888,35.0,55101.0
2-1053087,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,SAO MIGUEL ARCANJO,3550209.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-04-15,2022-06-01,277,241747.13,33002.0,659.0,930012.0,2022-02-14,2022-07-31,2021-10-17,2022-11-28,2021-04-15,2023-06-01,6.0,5.0,9.0,13.0,22.0,21.0,1.2,1.0,0.6923076923076923,-4.0,1.0476190476190477,1.0,18255.0
2-1053090,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,SAO MIGUEL ARCANJO,3550209.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-04-15,2022-06-01,336,323760.11,33002.0,659.0,930012.0,2022-02-14,2022-07-31,2021-10-17,2022-11-28,2021-04-15,2023-06-01,6.0,5.0,9.0,13.0,22.0,21.0,1.2,1.0,0.6923076923076923,-4.0,1.0476190476190477,1.0,18255.0
2-1053091,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,GO,IPORA,5210208.0,PAVIMENTAÇÃO ASFÁLTICA NO MUNICIPIO DE IPORÁ-GO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-05,2021-10-01,277,226023.04,31499.0,584.0,1026387.0,2020-09-06,2021-11-30,2020-05-09,2022-03-30,2019-11-06,2022-10-01,11.0,13.0,38.0,46.0,74.0,107.0,0.8461538461538461,-2.0,0.8260869565217391,-8.0,0.6915887850467289,-33.0,29564.0
2-1053093,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,SAO SEBASTIAO DE LAGOA DE ROCA,2515104.0,PAVIMENTAÇÃO E DRENAGEM NO MUNICÍPIO DE SÃO SEBASTIÃO DE LAGOA DE ROÇA - PB,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-10,2021-05-01,336,273136.13,11728.0,641.0,49882.0,2020-09-11,2021-06-30,2020-05-14,2021-10-28,2019-11-11,2022-05-01,2.0,2.0,5.0,7.0,15.0,15.0,1.0,0.0,0.7142857142857143,-2.0,1.0,0.0,3117.0
2-1053096,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,SAO MIGUEL ARCANJO,3550209.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-04-15,2022-06-01,277,238908.72,33002.0,659.0,930012.0,2022-02-14,2022-07-31,2021-10-17,2022-11-28,2021-04-15,2023-06-01,6.0,5.0,9.0,13.0,22.0,21.0,1.2,1.0,0.6923076923076923,-4.0,1.0476190476190477,1.0,18255.0
2-1053099,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SC,TAIO,4217808.0,"PAVIMENTAÇÃO,  DRENAGEM E SINALIZAÇÃO VIÁRIA DE VIAS URBANAS DO  BAIRRO VILA MARIANA NO MUNICÍPIO DE TAIÓ",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-05,2021-03-01,573,461413.79,18486.0,359.0,693025.0,2020-09-06,2021-04-30,2020-05-09,2021-08-28,2019-11-06,2022-03-01,0.0,2.0,5.0,3.0,12.0,3.0,0.0,-2.0,1.6666666666666667,2.0,4.0,9.0,15966.0
2-1053100,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,PRADOPOLIS,3540903.0,EXECUÇÃO DE OBRAS DE MOBILIDADE E INFRAESTRUTURA URBANA.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-09-26,2019-10-01,277,225000.0,21873.0,538.0,167202.0,2019-07-28,2019-11-30,2019-03-30,2020-03-29,2018-09-26,2020-09-30,0.0,2.0,4.0,10.0,12.0,18.0,0.0,-2.0,0.4,-6.0,0.6666666666666666,-6.0,10713.0
2-1053101,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,BOM JESUS DO GALHO,3107802.0,PAVIMENTAÇÃO DE RUAS NO MUNICÍPIO DE BOM JESUS DO GALHO - MG,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-03-01,2022-05-01,277,232294.76,14862.0,542.0,590971.0,2021-12-31,2022-06-30,2021-09-02,2022-10-28,2021-03-01,2023-05-01,1.0,2.0,2.0,3.0,4.0,15.0,0.5,-1.0,0.6666666666666666,-1.0,0.2666666666666666,-11.0,5207.0
2-1053104,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RJ,CONCEICAO DE MACABU,3301405.0,"PAVIMENTAÇÃO EM PARALELEPÍPEDO DA RUA EULINA DE SOUZA BARBOSA, BAIRRO ELDORADO, CONCEIÇÃO DE MACABU.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-04-07,2020-07-01,573,470952.38,23398.0,50.0,348327.0,2020-02-07,2020-08-30,2019-10-10,2020-12-28,2019-04-08,2021-07-01,0.0,0.0,1.0,0.0,3.0,3.0,,0.0,inf,1.0,1.0,0.0,9897.0
2-1053105,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,QUEDAS DO IGUACU,4120903.0,RECAPEAMENTO ASFÁLTICO EM RUAS DO PERÍMETRO URBANO DO MUNICÍPIO DE QUEDAS DO IGUAÇU/PR.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-09-06,2019-11-01,455,529535.75,34409.0,562.0,821503.0,2019-07-08,2019-12-31,2019-03-10,2020-04-29,2018-09-06,2020-10-31,0.0,1.0,1.0,1.0,4.0,5.0,0.0,-1.0,1.0,0.0,0.8,-1.0,19654.0
2-1053106,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CAETE,3110004.0,"PAVIMENTAÇÃO E RECAPEAMENTO ASFÁLTICO EM RUAS DO DISTRITO DE PENEDIA, MUNICÍPIO DE CAETÉ/MG.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-03-26,2021-10-01,336,281713.88,45047.0,945.0,541094.0,2021-01-25,2021-11-30,2020-09-27,2022-03-30,2020-03-26,2022-10-01,9.0,17.0,29.0,45.0,62.0,75.0,0.5294117647058824,-8.0,0.6444444444444445,-16.0,0.8266666666666667,-13.0,21666.0
2-1053107,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,PRATA,3152808.0,"PAVIMENTAÇÃO ASFÁLTICA COM USO DE CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ), EXECUÇÃO DE MEIO-FIOS E SARJETAS EM DIVERSAS RUAS DO MUNICÍPIO DE PRATA-MG.",RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-17,2021-06-01,319,266622.79,28017.0,630.0,4856626.0,2020-04-18,2021-07-31,2019-12-20,2021-11-28,2019-06-18,2022-06-01,8.0,3.0,25.0,23.0,57.0,40.0,2.6666666666666665,5.0,1.0869565217391304,2.0,1.425,17.0,15451.0
2-1053108,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,AGUA BOA,3100609.0,"PAVIMENTAÇÃO DAS VIAS PÚBLICAS: AV. ZEZINHO DE ALÍPIO E RUA CALVINO CAIXETA, AMBAS LOCALIZADAS NO DISTRITO DE PALMEIRA DE RESPLENDOR, PERÍMETRO URBANO DESTE MUNICÍPIO",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-05-02,2019-11-01,277,223080.22,13523.0,407.0,1317748.0,2019-03-03,2019-12-31,2018-11-03,2020-04-29,2018-05-02,2020-10-31,1.0,0.0,5.0,2.0,13.0,8.0,inf,1.0,2.5,3.0,1.625,5.0,4170.0
2-1053109,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,SOLANEA,2516003.0,PAVIMENTAÇÃO E DRENAGEM NO MUNICÍPIO DE SOLÂNEA - PB,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-09-26,2020-12-01,573,471639.35,26227.0,626.0,265921.0,2020-07-28,2021-01-30,2020-03-30,2021-05-30,2019-09-27,2021-12-01,9.0,14.0,20.0,39.0,50.0,71.0,0.6428571428571429,-5.0,0.5128205128205128,-19.0,0.704225352112676,-21.0,8599.0
2-1053112,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,PERDIGAO,3149705.0,1° ETAPA DE EXECUÇÃO DE OBRA INTEGRADA DE REABILITAÇÃO URBANA.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-15,2020-09-01,277,231771.41,11755.0,852.0,249845.0,2020-04-16,2020-10-31,2019-12-18,2021-02-28,2019-06-16,2021-09-01,1.0,4.0,3.0,6.0,9.0,11.0,0.25,-3.0,0.5,-3.0,0.8181818181818182,-2.0,6549.0
2-1053113,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,ITAPECERICA,3133501.0,"REVITALIZAÇÃO DA QUADRA DO DISTRITO DE MARILÂNDIA, MUNICÍPIO DE ITAPECERICA-MG.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-01-02,2020-12-01,277,226307.49,21761.0,835.0,1042060.0,2019-11-03,2021-01-30,2019-07-06,2021-05-30,2019-01-02,2021-12-01,5.0,11.0,11.0,17.0,18.0,33.0,0.4545454545454545,-6.0,0.6470588235294118,-6.0,0.5454545454545454,-15.0,10580.0
2-1053115,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,MEDIANEIRA,4115804.0,IMPLANTAÇÃO DE RECAPE ASFÁLTICO EM VIAS PUBLICAS NO PERÍMETRO URBANO DO MUNICÍPIO DE MEDIANEIRA - PR,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-11-13,2020-03-01,277,225000.0,46574.0,412.0,328733.0,2019-09-14,2020-04-30,2019-05-17,2020-08-28,2018-11-13,2021-03-01,24.0,20.0,55.0,51.0,102.0,107.0,1.2,4.0,1.0784313725490196,4.0,0.9532710280373832,-5.0,39388.0
2-1053120,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,BOM JESUS DO GALHO,3107802.0,RECAPEAMENTO ASFÁLTICO DE RUAS NO MUNICÍPIO DE BOM JESUS DO GALHO - MG,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-04-01,2022-05-01,277,224718.84000000003,14862.0,542.0,590971.0,2022-01-31,2022-06-30,2021-10-03,2022-10-28,2021-04-01,2023-05-01,1.0,2.0,1.0,3.0,4.0,15.0,0.5,-1.0,0.3333333333333333,-2.0,0.2666666666666666,-11.0,5207.0
2-1053126,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,LINS,3527108.0,INFRAESTRUTURA COM PAVIMENTAÇÃO EM RUAS DO JARDIM SÃO ROQUE E RUA RUY RIO ALVES.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-12-09,2022-03-01,691,649398.84,78503.0,437.0,571442.0,2021-10-10,2022-04-30,2021-06-12,2022-08-28,2020-12-09,2023-03-01,0.0,1.0,3.0,4.0,6.0,12.0,0.0,-1.0,0.75,-1.0,0.5,-6.0,61907.0
2-1053128,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CORINTO,3119104.0,PAVIMENTAÇÃO DE VIAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-08-12,2022-04-01,277,226208.01,23668.0,636.0,2524503.0,2021-06-13,2022-05-31,2021-02-13,2022-09-28,2020-08-12,2023-04-01,4.0,12.0,7.0,16.0,22.0,39.0,0.3333333333333333,-8.0,0.4375,-9.0,0.5641025641025641,-17.0,11499.0
2-1053129,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,ITABERA,3521705.0,PAVIMENTAÇÃO DE VIAS PÚBLICAS NO MUNICÍPIO,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-05,2020-08-01,336,378324.91,17480.0,651.0,1082851.0,2020-06-06,2020-09-30,2020-02-07,2021-01-28,2019-08-06,2021-08-01,4.0,3.0,14.0,11.0,25.0,18.0,1.3333333333333333,1.0,1.2727272727272727,3.0,1.3888888888888888,7.0,9034.0
2-1053131,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,LAGOA SANTA,3137601.0,RECAPEAMENTO DE VIAS NO MUNICÍPIO DE LAGOA SANTA/MG,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-06,2021-02-01,277,657462.88,65657.0,760.0,231994.0,2020-09-07,2021-04-02,2020-05-10,2021-07-31,2019-11-07,2022-02-01,18.0,6.0,39.0,24.0,78.0,71.0,3.0,12.0,1.625,15.0,1.0985915492957747,7.0,35091.0
